id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
715,1.7442668047323178e-16,7.076249259982762e-89,7.013094926231222e-112,1.1651985674034414e-20,1.9089679316815585e-278,1.1148696714125832e-56,3.150087051893878e-78,2.4743379901588544e-34,4.924361359728129e-36,4.828947298593962e-116,1.35924205830366e-13,7.630915540625243e-81,1.4272479964793232e-73,9.291424794124632e-61,1.4330839338620438e-98,4.177886374130803e-154,1.2378511693597102e-77,7.276374900653907e-50,3.35119336623735e-69,3.100757118123592e-76,0.9999999999998639,1.2834324127673908e-81,1.0590292734209066e-55,1.2613008054460654e-62,8.054625271214544e-76,5.809132510492004e-70,1.3590835994054404e-24,3.443687933621318e-98,1.9276557901226988e-54,1.386038865023146e-64,1.0897407373213644e-71,1.9647856804208474e-34,4.852564116520735e-97,1.1354407215678414e-73,9.527238099069637e-96,1.2123568046670692e-146,2.1689691285916354e-99,4.518422382114707e-105,1.395535473148267e-102,2.7089357390423845e-61,1.6813867681769135e-89,6.928007339513576e-56,6.7116042226578e-137,6.949617358862772e-50,6.971236062076325e-85,7.375169908961141e-73,2.729719392085902e-74,5.294990298506517e-112,1.687067190339488e-39,4.420005539265372e-44,7.250943564816005e-48,2.311987995761386e-52,1.8465576436877536e-55,8.33242948819565e-40,5.5881150935906666e-30,1.8723043290204618e-33,2.571444101546591e-65,7.69336196015692e-166,4.137527811380683e-65,2.5889657369034766e-94,2.0867823483110186e-82,2.1913641411244785e-114,4.6525044495140644e-92,3.463551422487809e-159,1.0315799821688671e-98,5.449302179649556e-63,8.021163729286466e-81,1.7005246907999067e-79,3.508921264753492e-48,7.591332600443754e-44,2.710374229594985e-65,6.525975354552287e-95,3.3505643491377077e-130,3.57676468478297e-60,6.860152226023101e-71,2.3838203452802305e-114,4.435429445669109e-71,4.022512805086124e-78,3.425896622163143e-95,1.0882858781234146e-45,1.3406725560970596e-44,5.623342643525354e-54,1.2545691750376606e-148,1.5501716250698826e-54,3.383854327733882e-76,3.0731459843563905e-115,4.862178029635492e-47,5.5020112277149535e-78,4.147876482494021e-192,6.08337686066793e-106,6.4149827883565944e-86,3.2333976366322736e-71,6.613464543762999e-41,1.1602280159695004e-27,9.940778480296208e-19,1.3722862544414284e-75,9.272371362716746e-65,2.6542628745490463e-114,8.44867776285204e-52
719,5.0731878976284405e-48,4.622506740312547e-134,7.239083691931527e-91,6.067717946777682e-18,0.0,8.472223378942982e-55,3.278495094364905e-104,2.1255946164131417e-72,3.780338276455267e-82,2.1589599874289127e-166,1.1022479976892738e-46,3.410269821996329e-134,9.673292681671339e-55,2.3373952772813147e-115,4.464822586127347e-147,1.1935705848683885e-166,4.7681871898696224e-116,9.730266091700033e-61,2.9260762847543456e-93,2.4245323300933474e-94,2.328935792397966e-44,4.626772666952683e-62,1.541996860013027e-50,6.712826083144893e-48,1.041496868872222e-91,4.5329173073631074e-70,7.690205014711156e-46,2.5534042321597995e-75,4.358621459358016e-50,1.2605228093589264e-60,9.006677830086126e-66,8.225437989108846e-41,4.568976713894673e-80,4.482871497932932e-58,7.968558937944206e-70,1.4012409835966434e-165,1.875992705446465e-100,3.6519754690833574e-87,2.8563534649497177e-85,1.103719733215463e-56,5.57811879838316e-83,1.7141589548991572e-58,1.2757947306548612e-121,2.490872337056896e-55,3.9584169717142994e-87,3.3300862263303825e-63,1.9631489867245246e-60,4.9048406240542633e-147,5.785628701622544e-71,4.8397100353319505e-86,2.5722681925599485e-20,7.547281707386328e-42,4.31165980177596e-35,8.249788712023142e-18,0.9999999998886886,1.1070379040415623e-10,9.291268929795535e-38,9.666474257072484e-144,3.1305490243714776e-56,2.786861124849252e-91,4.174364049931494e-72,4.327987244385899e-66,6.047364439960482e-66,3.2394480631237737e-177,1.128397286475516e-65,4.201194366175164e-24,1.5484545992766045e-61,6.542562811674979e-71,9.467842376799404e-20,2.228737461663485e-13,4.366702955192565e-36,2.485269942945408e-119,2.893474920002476e-102,6.647867661591552e-48,3.8660058428435025e-109,3.524432537382549e-60,3.8458206382701605e-13,1.4829915998930146e-57,1.542859545033069e-118,4.212689653434184e-31,2.860609259340554e-72,2.6881444204727963e-40,4.002082704681076e-147,8.463954205940072e-40,1.1877586985271467e-101,1.482743162242909e-76,5.6889007498855696e-18,3.045487784357072e-44,1.095090019245705e-149,1.7520470861340777e-157,3.8341340239989655e-58,2.665371113743365e-99,2.3099032837193985e-62,4.318680624121209e-62,4.9940901127958945e-50,2.530813744887057e-117,2.1818990625807156e-37,1.7399112443916866e-91,1.8429303348066532e-63
723,4.943719481443858e-56,7.29030163924517e-131,6.652057326229291e-40,3.5763012357708157e-09,0.0,2.634504962262094e-28,2.1410910271225644e-80,1.7595372944123578e-91,1.365084918818749e-79,3.397726655865055e-173,5.629554821019214e-80,3.92379655903019e-152,2.3096331564773194e-82,1.7375922462389247e-132,2.789885521721529e-143,2.2529922667334518e-131,8.256043471787891e-126,2.43951228460132e-71,3.382007161382227e-107,3.0361203104304763e-91,5.183428709652762e-94,6.310941088056603e-72,8.89873404084339e-66,6.485061741363208e-75,2.0025466613425155e-92,3.1052824084978303e-73,2.324970787641955e-54,7.25547594986602e-53,1.1339208319822557e-35,1.5671635992513563e-59,5.020953508318496e-44,7.65828879133502e-39,6.821696108530402e-50,1.4913362111822952e-71,4.6456653842294725e-37,2.7198135997348708e-174,2.2695084444892203e-68,2.4440007563256316e-63,1.8886542930061898e-57,1.106475139862639e-33,1.802713720752437e-51,6.539623846381097e-77,5.534899393653261e-91,1.3558370212436434e-49,8.224328089000557e-102,2.7120142999638814e-52,4.080585442318303e-96,1.0627325246725959e-162,2.7817709582155517e-102,1.8649999436224066e-115,1.9869582218860185e-14,1.5855628199399012e-66,1.1454744389819236e-43,8.81187310634518e-56,0.0002935185097961594,2.663307626272554e-32,4.402389201729072e-65,5.498482301084254e-106,9.288015177967474e-24,1.40852251717766e-59,5.488250511100694e-63,8.323239052933402e-69,7.38744842438591e-67,1.967032743745254e-121,2.576432450079554e-109,2.682000880569139e-27,1.531076832663631e-62,8.27198499308034e-48,4.2154150768404286e-21,4.7043633137125306e-07,1.3342718895118906e-53,1.7789469815580495e-96,1.8716783252268854e-92,7.040235630347662e-55,3.5119700174009254e-201,2.4463835055327392e-40,0.9997059723286028,1.0669578682028569e-49,6.390468736106396e-132,6.557880431999004e-49,3.06520830500083e-75,2.078391968059859e-27,9.862070013152001e-99,1.7421444323711184e-50,1.1888759908964823e-78,8.727522759354255e-39,3.270771013797689e-23,3.514894842732448e-08,6.135378602042187e-208,1.6841425807484575e-156,2.3365931070185472e-47,3.596547012461115e-133,9.06496923165724e-78,5.629847029699269e-111,7.2688171517609e-42,7.329150649813925e-113,8.356182898782549e-35,5.338150248346769e-93,2.729405034873278e-70
725,7.84558334827525e-77,2.876315725436654e-144,5.3265220741358555e-80,1.689145959854731e-12,0.0,1.294635749659325e-57,1.878905003859294e-90,4.84356073436825e-70,3.2127550086397984e-73,6.423193569998647e-228,7.089240124214921e-53,1.8228569651099706e-117,8.137241889770645e-83,1.7490060560024533e-85,1.0638172936021761e-129,5.86766477828617e-160,9.479872824606584e-106,2.3232900157010316e-40,7.474519836608569e-84,2.3602559336217795e-73,8.811339002773374e-86,9.542645037304647e-71,5.811398991648518e-55,1.9459920539923132e-73,2.77863087345083e-99,4.023521159683728e-57,3.592703727042226e-57,8.574372056192768e-73,7.59149570812725e-45,2.3880651156729588e-68,7.131315924386417e-43,3.8326985469499716e-41,2.1827695230927492e-69,9.036600992498574e-81,2.816488212613011e-69,1.0959029681365675e-164,1.1541723906916643e-79,3.7848970622594e-83,1.7275857880503364e-94,7.010701935047649e-56,1.2359288609004093e-63,3.680255454654498e-96,3.3007652487509973e-94,1.787694379928961e-18,1.3633293054810863e-78,2.933859153355629e-54,2.8503243708783077e-101,5.793022998867488e-141,1.2120286993335818e-96,4.1702570890269745e-67,1.0391883741726846e-21,6.203479587678606e-78,2.861926009692513e-13,4.0977818140967486e-39,3.558833844266753e-27,2.65156224661153e-32,4.970927126643687e-52,1.4590056013311573e-107,2.252469942006138e-24,4.941717723399349e-82,4.808733109901204e-94,8.918338094066674e-82,1.503611625354345e-52,5.857189062908756e-144,4.8967743580473263e-101,5.084161523119652e-55,1.4227262944154195e-49,7.242571800259673e-51,3.8221305249149413e-35,0.5257057594573572,1.0791378410009398e-39,5.327296428113701e-95,1.1660748413190716e-111,2.1212123804987164e-13,2.1056219736052616e-174,7.819158863200682e-91,2.866403665566799e-21,5.204437907446553e-43,3.1626999206869256e-138,1.0516272674813074e-41,4.455614514863365e-65,2.1141574809216096e-20,8.749812868118113e-119,1.4378163757769353e-31,5.549001346240215e-102,5.692442546804498e-86,0.47429424030243866,3.438765806254346e-30,1.5016006626907235e-164,1.0708989286023144e-136,1.555614780744147e-60,5.1782634832536674e-138,1.1313405885734012e-56,2.376873589716902e-70,1.7199372396311566e-38,6.709239547721459e-99,2.380166533853707e-10,1.4960448222449531e-108,2.094757234100767e-63
729,9.051416459928322e-104,6.323309714569834e-159,5.813317130573738e-71,1.731180872806111e-23,0.0,4.106420165360585e-49,9.165128007548455e-83,1.294027155653317e-103,1.4146672634087428e-98,1.5308138496627172e-240,7.811752689461565e-54,3.570499497740646e-154,2.2286376337583595e-123,8.619025015662509e-115,4.442841548928849e-170,4.1044269333651684e-97,1.1766499182123059e-122,4.079718096219252e-86,1.366513184894335e-120,2.4247071391995263e-109,2.3893577784220707e-96,1.9521270542681522e-41,0.33321000438675025,7.80156350371285e-38,1.0560417076654333e-64,1.0750401906813153e-27,1.6534060893544043e-72,6.132160670669268e-63,3.642037652791803e-20,1.1014550308301965e-18,9.580903495298621e-13,1.5215686919839015e-30,9.0751351018104e-70,1.67616541323495e-64,1.704719154833358e-35,1.2767039195523006e-171,5.952525409250653e-44,4.5885355817448377e-54,3.0461491756172314e-50,7.153113517540526e-30,1.763781071103701e-21,2.5848393418772923e-126,2.0776197967315664e-94,3.247583526538113e-25,3.394923982867593e-75,1.5327393480415076e-53,2.587669594951147e-102,5.237871103883401e-141,3.6420112743783584e-124,4.621464167813881e-108,2.8508706036084733e-38,6.302903557184809e-71,4.0037520814462756e-42,1.1217869422045048e-59,1.5459825115791388e-56,5.024769478394477e-32,7.170247558770496e-74,7.470694059371744e-86,3.7921746573287404e-54,1.2401530356705088e-46,1.6311796012098735e-89,4.4177766981798154e-72,1.5279072468746525e-57,1.4047463446581383e-78,5.625375422898057e-106,2.069839860449539e-86,2.652867799244102e-47,0.33339495794211194,1.1125165774128768e-28,1.484435893346727e-16,1.1229713970918338e-08,1.7778469854366948e-67,2.0586041401831768e-07,4.472506258202282e-34,2.596246223500934e-201,5.540376616091021e-153,1.0221788898410922e-63,5.654010916074244e-33,1.5616521354825952e-106,5.8986878676031096e-33,2.0340911786390082e-63,2.417471676910271e-20,2.473016798213085e-84,9.375325325539294e-67,3.6984200183615586e-115,9.064304482295283e-123,8.275491505966017e-45,0.33339481996113957,9.176754074088108e-144,1.1865881315250823e-155,3.5548748751474945e-41,5.2673244629746925e-163,1.2191517989044463e-71,1.0171206768558056e-96,2.312183548991919e-62,2.7942181777911125e-121,6.189119689172621e-10,6.618860327723526e-114,7.382744860072692e-72
731,1.929570942537417e-91,4.039025956792379e-167,1.8843087667401626e-110,1.0036152208999335e-24,0.0,1.655197611182288e-67,1.9375602599078835e-132,4.683474179236223e-131,1.3214412784709282e-116,4.724160209636331e-213,5.951048322663224e-55,5.096224511584723e-169,3.5572456824034524e-112,1.549415425760303e-127,1.2092845907307204e-135,4.734533650783196e-145,1.2118098396192426e-114,2.426689653111851e-93,3.141396945755219e-38,3.68549903631292e-149,5.322245375501522e-78,0.19999925304133875,4.1876907081379124e-07,5.664957326469235e-23,8.168506627450522e-40,4.467639919369164e-17,1.1285766396075747e-69,0.20000008398098823,2.5179840933419858e-31,1.929678663881506e-41,1.2272686180951775e-33,2.8288913247539494e-17,5.6483288380604e-78,2.889060529773685e-88,1.3966264802739395e-35,1.6006258842529312e-197,4.049698597589855e-72,1.5531126370136247e-57,8.358681069824745e-73,2.930470770541446e-17,2.1760369266460758e-57,2.6886468501897877e-102,1.8274204374101632e-104,4.0282395394183686e-18,4.551320522375555e-59,3.646184656108951e-109,4.67580778622606e-59,1.8133553924434253e-200,5.706972812633397e-126,3.4304791693181197e-87,1.828816100865769e-46,3.6384911400186684e-23,3.5050266089993092e-59,2.879197432111557e-68,5.851170721833721e-35,1.876828918318066e-43,4.869990948123423e-20,1.3052403082596846e-104,2.46019980479013e-70,9.820360845903928e-136,4.3088736274226516e-47,6.077204852719784e-89,0.1999999629163303,2.9307912811324148e-185,5.620100655641387e-47,9.886623102385796e-69,8.573031194612659e-21,4.0207675252854094e-40,5.853656582062047e-35,1.7478801951923646e-33,3.390640729266243e-45,8.631167370239394e-151,3.270081958191411e-64,1.5454278719199927e-56,2.2771718192464947e-94,1.3888883881718184e-89,3.448677710660644e-81,0.20000008398098823,1.0391960367633268e-110,1.5189734178080638e-39,1.7340550697295232e-105,1.4231231134198395e-48,9.090959395613004e-193,3.631511010164231e-28,1.517412325612189e-96,1.5771947212182206e-127,7.654130455463899e-35,4.33832522592523e-66,2.513191898254032e-69,4.1235065010220376e-144,3.85072008518441e-79,8.935712147455452e-45,1.8159291696749327e-105,6.363756184782164e-76,8.188622380068736e-74,3.034461038672749e-107,1.1333029541819846e-07,0.20000008398098823,6.562213288806166e-74
734,4.0311256383709435e-91,1.1460708812900896e-137,2.7159030803281845e-110,3.824979067353695e-38,3.989904880475627e-267,4.44484327273471e-28,0.0016612334209219106,3.1728933943088307e-71,2.9695967600049124e-50,1.687788175025033e-130,1.707248498513419e-52,2.407987843198576e-102,5.190414795011367e-88,6.730830321644637e-86,1.1900862298578697e-141,6.168044058080843e-156,3.2307264448171597e-102,3.6515653082956085e-56,1.4073105849001229e-100,7.788152831480591e-72,3.4914820995355393e-54,9.349404756393212e-100,1.5973637822756846e-42,2.5069592116244243e-46,6.228519394266289e-79,1.8697113522960907e-71,2.0870852115443637e-51,2.0568063338648852e-107,3.8272495387034986e-57,7.022250292372237e-62,1.0079941564975522e-84,8.368530864607618e-38,6.1964023213254e-90,4.2003558903295146e-58,1.6285833454086106e-105,3.881535825494753e-143,3.7120981249443533e-93,5.899953487503422e-75,5.938499340981605e-104,1.4725817678099144e-76,9.488497309111864e-85,2.0701651419627152e-108,6.996403630795368e-136,2.8521692154404756e-28,2.4664815050726283e-100,1.3150825621316453e-46,6.899775416732417e-83,2.2702902522536457e-94,1.829164206735452e-107,1.757474052198394e-83,2.453612989921161e-47,8.147336239385725e-51,1.3228055469443665e-47,5.916873871624642e-46,1.320522117474635e-45,2.5466236384837822e-43,9.902221795951828e-57,1.9691503977588335e-162,1.284285181889586e-44,0.3327795887388136,5.422288402145605e-100,5.1187837496371535e-121,2.782432530247811e-94,4.947389802575011e-58,6.665060248378062e-96,2.155009451351777e-104,3.696549184350636e-59,1.0816874725162182e-70,1.9013777084445699e-60,6.491292756421976e-33,7.042301825315056e-18,0.3327795889201322,5.318295349326871e-90,8.886639248040764e-49,6.63069571521397e-104,4.7958126092624005e-126,8.74297804858915e-82,2.7517044483836424e-45,3.3598955443809362e-37,1.2545609239476965e-25,0.3327795889201322,4.049065040196761e-39,1.1901998638866593e-61,4.533246458211929e-34,1.011752012812344e-104,1.3975177895350325e-129,6.167001808156963e-52,2.386017201294717e-68,1.7838357528554078e-202,7.108365104597783e-152,2.211715892702809e-93,2.7881925221078856e-151,3.4043721225604733e-37,4.6521057183610267e-35,1.280594949563856e-54,2.739971861771306e-78,2.784767582813322e-47,4.9965228828908456e-145,1.5413195199054116e-97
735,6.624195666283402e-69,1.5860214736770287e-132,1.7962101356320113e-102,8.166168803838695e-30,7.797537137012976e-291,3.7777260317655407e-53,4.197216342545944e-95,6.284495153894204e-51,1.1116973738051918e-66,5.3987507743030613e-216,1.4669994448584492e-14,1.4299294202731003e-113,3.482182455085136e-115,1.430829242213385e-81,3.6766919609743035e-138,2.7051948077406334e-136,8.31782805920922e-86,9.210831185573488e-12,3.3432122808302214e-93,2.3334707677322483e-124,2.700048199588518e-72,9.115356380282847e-62,4.9036643868840315e-46,1.5926046984735264e-79,9.889995591015568e-106,7.06635680675616e-57,1.0146264245068046e-50,8.977618384613041e-38,4.645979802599422e-39,1.6963577151677122e-56,2.3525025667396485e-56,2.4307469477563298e-18,3.0625921669961564e-64,3.325612241466863e-70,7.811459861908677e-63,1.6113771619607145e-121,3.0048868589811637e-80,4.128864978188244e-94,4.391847903218529e-82,2.176516360838313e-53,8.784130677960487e-57,7.161703561684342e-105,8.236607328500862e-51,3.2859978567147025e-47,0.9999999999907727,3.7769009758132063e-75,9.463074502160488e-98,3.385000753491949e-158,7.890129521220806e-112,4.364367224097418e-64,1.9961965203831426e-52,9.3552519045147e-58,3.0305854384082745e-55,1.6159823731062244e-75,7.397979693261467e-62,5.176546057184249e-55,3.9421918924116693e-73,2.784817923848599e-16,1.1819777562375612e-15,2.6429084563679142e-108,3.4289495096962854e-79,4.3614204178500536e-68,3.319719035804306e-44,1.5619824313800204e-154,4.0813592918159483e-81,1.7037854877978272e-90,3.564977208771922e-21,8.83615516827402e-52,5.970910674619145e-39,9.334530010823545e-25,1.5880082177976374e-70,3.127551884461462e-120,1.1165930830895114e-94,2.3412376621443924e-16,4.933293934273274e-150,2.7129440548208135e-105,1.6291502359028822e-82,5.155487518670126e-42,1.5653107969579405e-115,3.8464968373819867e-51,7.672712849305539e-77,2.2047513136940723e-23,6.714949991654085e-152,2.9610949176048635e-48,2.3839599890458514e-103,9.904380092242593e-131,1.2824606266356343e-52,1.8288500161650376e-57,1.4349206632328645e-120,1.7659411342666675e-109,6.445339328371051e-19,1.5760390197833783e-126,6.6946496182815106e-43,1.9482351096530975e-67,2.3730791071203524e-40,2.0800124077534018e-94,1.072494606667266e-46,3.023716913496775e-105,2.0231521564454248e-95
736,2.9500430786261288e-55,6.935334308006231e-105,8.535787062246925e-93,3.4133745568223576e-32,6.194106090226712e-239,6.458882436999741e-57,4.633226313453434e-76,1.848389175096108e-22,1.0690818883772462e-30,4.386105809017326e-167,5.482003829046892e-09,2.5791676101479345e-56,8.016277383743688e-80,1.59099111158047e-67,2.4297061522869144e-94,4.0670029086099996e-147,2.69574510146798e-72,1.1017593076365774e-48,2.379967384505986e-101,9.654571795703748e-98,4.135212607719967e-40,3.8023651170768113e-85,3.6906579334521054e-55,1.8075110078461545e-82,4.225231533897315e-111,1.4563028258654585e-87,3.691658888289897e-37,2.500083629239245e-102,1.507849658093508e-44,2.1798176545838013e-59,1.4948339987382106e-74,2.29435937327272e-26,4.0071312251685185e-74,7.668839608824154e-66,5.325056917364143e-81,2.1134315113276198e-125,1.038936947560233e-102,2.5391769795742446e-105,3.560831198721142e-108,4.2470493779208446e-77,7.313512339777273e-88,1.3094817513385281e-88,1.819499750134233e-97,1.678707261377328e-47,1.3149632937049176e-60,1.2843850108911748e-62,1.1284291895335795e-74,6.609927536107137e-131,1.0933527225121268e-77,1.7633101929000067e-40,3.8985793480344625e-61,3.145650600176952e-62,1.4282123695407866e-34,7.655234640510768e-57,5.0475962884807114e-46,3.159283313364255e-40,2.696497287649724e-72,2.4734722978839057e-136,1.5385772455726463e-29,5.648859316237644e-104,7.985040837878893e-98,1.3580098434841864e-95,6.784041704700845e-78,1.0435615694009485e-167,5.585962165773344e-79,2.2928252963501666e-72,1.0225248139911375e-41,1.271382019860189e-72,5.046438157516904e-36,4.888859899111894e-27,2.024079831245576e-64,1.9516629453011404e-113,1.1339051960415765e-123,2.450694716973682e-16,1.551533029743935e-127,2.419856935187525e-87,6.481291334798552e-85,2.8281979900845245e-71,3.9805647507095765e-123,1.8970940615946286e-43,1.1085879264915566e-49,1.4150328723218865e-18,3.9271977292649846e-142,5.9506132100762376e-46,1.421952528260575e-93,1.1917743782958855e-109,1.574170674010949e-34,9.91456364015318e-78,2.1260160284184238e-166,4.3537335816196207e-107,3.6129372962943213e-62,2.393545859095843e-109,0.9999999945179958,1.6979452973634692e-24,9.19012188948419e-22,3.33660685949681e-67,4.321199607710474e-60,1.0470536846107564e-142,1.6273092808141706e-72
739,1.8935120668605773e-63,5.822155945668666e-136,1.2604692869904294e-77,1.0975488548841121e-14,1.4261796559781423e-297,3.2674725736228425e-60,3.1043465607263333e-90,3.6755913256395714e-67,1.4725033508385528e-57,4.29637160760099e-216,7.44965207536511e-41,2.1993673811225095e-117,3.784629940949135e-95,5.331776916703913e-81,4.932603012889559e-137,5.47544237536912e-169,1.3588138748182002e-93,6.2600758797504e-56,6.0263737095571286e-96,1.2303952436193191e-96,1.075657590066395e-89,3.1408812223992696e-66,8.435467436836218e-54,3.984411012661892e-80,2.0249521502518555e-93,1.5032056618680934e-73,2.5542665172911517e-56,3.276885746983897e-79,1.6019566780472384e-47,3.2257482597509187e-62,2.0390525736070152e-48,3.009639379675977e-34,3.32155755925219e-67,7.174695224407445e-80,4.865002972192676e-61,2.002773515613992e-156,9.9346604412532e-84,5.412276705142192e-88,1.4965797838480558e-94,2.912825250255673e-57,3.701904844245659e-61,4.5504377016671305e-98,7.325388652800707e-98,2.6026795463165745e-24,4.512284068306612e-67,2.2112213831014667e-59,7.836491974504349e-93,3.3455637087813598e-136,8.974292653062645e-101,3.096554210060149e-71,4.997438599202269e-29,3.6727214439555734e-76,3.5957692497399216e-10,5.7371476765678285e-43,2.7797986605390938e-40,2.3473903859997923e-21,6.611319456414376e-67,1.6122372719513014e-111,5.3276659147891e-24,4.2100950396392127e-72,5.653845220206511e-98,3.9598466163876967e-73,1.26604920631107e-77,1.0202662427786274e-133,4.6750394495139914e-91,1.410131605735936e-59,1.5455918964132797e-41,1.9780724718482904e-41,7.167964044876264e-24,0.9999680718411472,5.510022281022695e-46,4.521453903628313e-93,3.966209027181774e-100,2.1863408501456078e-10,2.624527083350001e-177,1.5509043186644507e-85,1.1130203053466394e-33,4.426469803957414e-46,2.8077582674810543e-128,2.768467426864892e-42,3.300766421957709e-65,3.192749969755036e-05,7.176892156006285e-103,5.411556492370846e-33,8.19446172198579e-107,1.8227461763231104e-82,8.093342847602598e-11,1.06070634613782e-30,1.8090291260810386e-175,1.0797147050686103e-145,2.7563876448398563e-45,5.1292001256103295e-158,1.8780630424090593e-37,8.679830022951391e-67,3.6633897483837274e-33,1.5784468843544272e-89,6.378458434532346e-18,9.37035318193933e-121,2.3389896082160985e-63
743,1.9610831633970865e-68,1.6307832169428265e-174,6.874047063737313e-93,1.0159220226849201e-23,0.0,1.8547034083142167e-59,5.24294108070051e-96,4.4631996392643695e-103,4.219510542635954e-93,5.280511104708313e-212,1.3408340074505292e-52,1.1193005319983449e-155,6.578640641149117e-115,1.1493357352749798e-118,1.499134269457687e-171,1.8147765526433408e-105,5.610035286014942e-124,5.976344533323706e-72,4.810026429773899e-97,4.2979082339146424e-122,3.392375277839669e-62,2.6206088321790754e-25,1.3512495863816075e-11,0.19947195698263026,4.9742252510612403e-51,0.19947195698262127,7.868255010079776e-91,9.088806066027757e-62,0.000130799271235958,1.8953991390196646e-12,7.08343440672482e-14,4.27017064623617e-19,8.621381365442153e-81,8.157487709423871e-76,2.762848543056717e-33,1.4751580186890347e-188,5.866451433348635e-54,0.0025418055677689337,1.0330782202337741e-07,0.19947195698192646,5.141313441161605e-28,2.661948163390964e-120,1.1179124281200638e-95,2.251805502306271e-22,8.400955717610337e-81,1.855712477971242e-75,2.996834676093434e-98,1.6000471730807477e-164,2.475476911746941e-118,1.4824209730474517e-99,5.592699865625804e-47,1.6259824408512268e-71,9.211185240315685e-35,9.880419384839685e-56,4.1930096570158576e-30,1.2345926451588547e-35,3.29100920645942e-85,2.3874903906340926e-74,6.90156958230461e-73,1.6924275753047913e-86,5.329573560579078e-84,1.1610096426367042e-63,2.0081587272407407e-36,5.163509500847916e-179,1.0855186922749176e-91,8.67011652026852e-57,2.4701178983403744e-57,2.1234551970292966e-23,6.0008420959482205e-30,6.2492446637857824e-21,0.199440714810799,5.715453789456479e-112,4.586868980695711e-49,2.339972183143806e-38,4.6234713342377034e-138,2.619399434299478e-150,2.6021538572066476e-66,8.992821442428521e-42,1.3749607395780697e-140,1.902423801862871e-24,8.162972379456427e-79,3.8490066182392373e-36,6.435726488098133e-164,3.5148388265014704e-66,1.1915574492086373e-67,1.255021455850459e-135,7.983135748462484e-46,7.084189817431145e-38,2.216652369224039e-141,2.6505381468008528e-161,6.182310831485378e-69,1.455159827049057e-127,6.68315978218526e-72,9.148329051085252e-79,5.1812118212982934e-71,7.037464795266975e-136,0.19947070607971734,1.638461842839968e-81,4.4188763294403713e-72
